Date,Total Consumption [MWh],Average Consumption [MW],Storage Cycle [MWh]
2018-04-22,1080544.0,45022.67,52814.92
2018-04-23,1390118.5,57921.6,107889.19
2018-04-24,1434227.5,59759.48,97675.56
2018-04-25,1471215.25,61300.64,98261.6
2018-04-26,1467924.0,61163.5,91910.5
2018-04-27,1413768.5,58907.02,70918.94
2018-04-28,1217607.5,50733.65,47087.96
2018-04-29,1082369.5,45098.73,51583.04
2018-04-30,1305198.75,54383.28,87749.81
2018-05-01,1149129.25,47880.39,44375.85
2018-05-02,1369996.25,57083.18,110355.59
2018-05-03,1425247.75,59385.32,86851.91
2018-05-04,1405087.5,58545.31,78550.38
2018-05-05,1218073.0,50753.04,45159.46
2018-05-06,1083746.5,45156.1,50945.04
2018-05-07,1385240.75,57718.36,107244.03
2018-05-08,1433771.5,59740.48,89382.06
2018-05-09,1425449.0,59393.71,82196.08
2018-05-10,1159413.5,48308.9,43735.81
2018-05-11,1247363.25,51973.47,81558.47
2018-05-12,1166124.25,48588.51,51645.84
2018-05-13,1091156.75,45464.86,57398.15
2018-05-14,1406099.0,58587.46,113343.12
2018-05-15,1426425.25,59434.39,87722.1
2018-05-16,1424463.25,59352.64,92612.22
2018-05-17,1449224.75,60384.36,90134.78
2018-05-18,1412610.5,58858.77,79510.46
2018-05-19,1195749.25,49822.89,43177.6
2018-05-20,1033770.25,43073.76,44736.34
2018-05-21,1069108.0,44546.17,57560.17
2018-05-22,1367730.25,56988.76,113996.34
2018-05-23,1434948.25,59789.51,93071.34
2018-05-24,1455730.0,60655.42,91060.42
2018-05-25,1424959.0,59373.29,82741.96
2018-05-26,1217445.75,50726.91,49137.31
2018-05-27,1095347.5,45639.48,54600.04
2018-05-28,1408413.75,58683.91,110195.91
2018-05-29,1463432.5,60976.35,94560.79
2018-05-30,1437525.75,59896.91,85259.31
2018-05-31,1258615.5,52442.31,52061.31
2018-06-01,1319102.0,54962.58,81454.08
2018-06-02,1179946.5,49164.44,48969.56
2018-06-03,1069376.0,44557.33,52255.83
2018-06-04,1375312.0,57304.67,113079.5
2018-06-05,1434508.75,59771.2,90834.73
2018-06-06,1451054.5,60460.6,92371.54
2018-06-07,1454842.25,60618.43,89882.27
2018-06-08,1432238.25,59676.59,84662.19
2018-06-09,1236505.75,51521.07,49995.3
2018-06-10,1100989.25,45874.55,53952.27
2018-06-11,1423361.25,59306.72,116763.47
2018-06-12,1453011.5,60542.15,87505.96
2018-06-13,1438969.25,59957.05,92376.27
2018-06-14,1437242.25,59885.09,92176.19
2018-06-15,1416330.5,59013.77,84381.23
2018-06-16,1204517.5,50188.23,51669.04
2018-06-17,1088050.25,45335.43,52302.77
2018-06-18,1398478.75,58269.95,118160.03
2018-06-19,1465131.5,61047.15,98323.46
2018-06-20,1467151.75,61131.32,94902.98
2018-06-21,1482259.5,61760.81,101264.63
2018-06-22,1440995.25,60041.47,84991.41
2018-06-23,1213813.75,50575.57,49486.73
2018-06-24,1068887.75,44536.99,51253.65
2018-06-25,1380002.5,57500.1,111986.44
2018-06-26,1416480.0,59020.0,90168.5
2018-06-27,1419479.5,59144.98,89319.79
2018-06-28,1437765.5,59906.9,96145.71
2018-06-29,1422929.75,59288.74,87693.39
2018-06-30,1204360.75,50181.7,51195.23
2018-07-01,1078145.0,44922.71,51216.33
2018-07-02,1379219.25,57467.47,114214.72
2018-07-03,1440879.0,60036.63,93781.5
2018-07-04,1449295.75,60387.32,94662.48
2018-07-05,1455607.5,60650.31,94156.88
2018-07-06,1445927.75,60246.99,87523.39
2018-07-07,1221025.0,50876.04,49309.17
2018-07-08,1078703.0,44945.96,48489.62
2018-07-09,1372279.0,57178.29,112632.17
2018-07-10,1387797.25,57824.89,90872.85
2018-07-11,1382599.5,57608.31,90147.13
2018-07-12,1391727.0,57988.63,94679.0
2018-07-13,1374871.75,57286.32,87507.55
2018-07-14,1178993.0,49124.71,50263.29
2018-07-15,1055395.25,43974.8,51029.77
2018-07-16,1329763.5,55406.81,109812.81
2018-07-17,1386544.25,57772.68,94424.02
2018-07-18,1402860.5,58452.52,88605.21
2018-07-19,1391890.5,57995.44,86504.38
2018-07-20,1362546.0,56772.75,84366.5
2018-07-21,1169080.25,48711.68,48530.95
2018-07-22,1064058.5,44335.77,47981.21
2018-07-23,1353002.0,56375.08,108762.75
2018-07-24,1406945.75,58622.74,90757.4
2018-07-25,1430014.25,59583.93,90139.27
2018-07-26,1429558.75,59564.95,90212.48
2018-07-27,1423170.5,59298.77,84121.98
2018-07-28,1227381.25,51140.89,45567.85
2018-07-29,1079023.25,44959.3,45553.02
2018-07-30,1362980.75,56790.86,105161.53
2018-07-31,1416435.75,59018.16,88118.06
2018-08-01,1415893.25,58995.55,82140.27
2018-08-02,1418496.25,59104.01,84295.35
2018-08-03,1403075.25,58461.47,81710.91
2018-08-04,1219837.25,50826.55,49986.82
2018-08-05,1105569.5,46065.4,45187.21
2018-08-06,1357668.5,56569.52,105402.94
2018-08-07,1411843.5,58826.81,89082.56
2018-08-08,1447692.5,60320.52,86438.73
2018-08-09,1422080.5,59253.35,88875.94
2018-08-10,1401689.0,58403.71,72558.79
2018-08-11,1194424.25,49767.68,48874.2
2018-08-12,1061330.0,44222.08,48208.33
2018-08-13,1341761.25,55906.72,110196.22
2018-08-14,1381610.75,57567.11,86271.4
2018-08-15,1341840.75,55910.03,74589.78
2018-08-16,1365828.5,56909.52,88855.69
2018-08-17,1365347.0,56889.46,78031.58
2018-08-18,1189270.0,49552.92,47854.08
2018-08-19,1084486.0,45186.92,49627.42
2018-08-20,1365598.5,56899.94,105402.69
2018-08-21,1386862.75,57785.95,85505.03
2018-08-22,1408281.0,58678.38,89795.88
2018-08-23,1424892.75,59370.53,90648.81
2018-08-24,1409640.5,58735.02,83976.73
2018-08-25,1192929.5,49705.4,47643.21
2018-08-26,1074423.0,44767.63,45757.25
2018-08-27,1402051.0,58418.79,117853.63
2018-08-28,1401044.5,58376.85,81888.54
2018-08-29,1413372.0,58890.5,91908.25
2018-08-30,1429982.5,59582.6,87798.04
2018-08-31,1382531.0,57605.46,77803.08
2018-09-01,1173171.0,48882.13,45862.0
2018-09-02,1080696.75,45029.03,53415.56
2018-09-03,1383475.5,57644.81,110782.56
2018-09-04,1412400.0,58850.0,89872.0
2018-09-05,1401806.75,58408.61,87040.03
2018-09-06,1414859.75,58952.49,89273.91
2018-09-07,1405609.75,58567.07,81843.23
2018-09-08,1213321.75,50555.07,44780.73
2018-09-09,1072832.0,44701.33,50088.83
2018-09-10,1374910.25,57287.93,109012.34
2018-09-11,1459719.5,60821.65,103481.81
2018-09-12,1446075.25,60253.14,88833.1
2018-09-13,1413009.75,58875.41,89398.81
2018-09-14,1397737.5,58239.06,85227.31
2018-09-15,1209384.5,50391.02,49533.21
2018-09-16,1074310.0,44762.92,56764.92
2018-09-17,1370824.0,57117.67,108520.5
2018-09-18,1451059.5,60460.81,101508.31
2018-09-19,1466809.5,61117.06,92284.06
2018-09-20,1463961.0,60998.38,86697.75
2018-09-21,1493762.25,62240.09,97544.59
2018-09-22,1266172.75,52757.2,47955.73
2018-09-23,1134179.0,47257.46,63452.33
2018-09-24,1440277.25,60011.55,110216.42
2018-09-25,1437107.75,59879.49,82095.16
2018-09-26,1483270.5,61802.94,93500.5
2018-09-27,1467845.75,61160.24,82884.41
2018-09-28,1465316.5,61054.85,83784.19
2018-09-29,1228151.0,51172.96,43572.37
2018-09-30,1116823.25,46534.3,43279.32
2018-10-01,1398323.25,58263.47,115753.97
2018-10-02,1483321.0,61805.04,96936.17
2018-10-03,1242886.75,51786.95,39409.98
2018-10-04,1400361.25,58348.39,96223.08
2018-10-05,1412607.25,58858.64,76032.72
2018-10-06,1217775.25,50740.64,43233.6
2018-10-07,1108179.75,46174.16,49344.66
2018-10-08,1395386.0,58141.08,108586.17
2018-10-09,1432252.5,59677.19,88296.94
2018-10-10,1435595.25,59816.47,92360.97
2018-10-11,1476235.75,61509.82,84766.66
2018-10-12,1448044.25,60335.18,76551.34
2018-10-13,1232332.5,51347.19,48096.38
2018-10-14,1137514.25,47396.43,52046.52
2018-10-15,1407470.75,58644.61,103806.28
2018-10-16,1433199.5,59716.65,89036.21
2018-10-17,1435564.25,59815.18,86437.02
2018-10-18,1455357.0,60639.88,91383.25
2018-10-19,1430572.25,59607.18,79752.34
2018-10-20,1258521.0,52438.38,47796.75
2018-10-21,1154243.5,48093.48,54469.54
2018-10-22,1475538.5,61480.77,111077.94
2018-10-23,1573155.5,65548.15,98927.96
2018-10-24,1564790.0,65199.58,89123.83
2018-10-25,1545512.25,64396.34,93778.69
2018-10-26,1497413.75,62392.24,87192.9
2018-10-27,1312463.0,54685.96,46887.58
2018-10-28,1257495.75,52395.66,43879.63
2018-10-29,1527969.5,63665.4,114215.46
2018-10-30,1551538.25,64647.43,86914.77
2018-10-31,1467927.0,61163.63,61652.5
2018-11-01,1327789.0,55324.54,54741.88
2018-11-02,1401079.0,58378.29,83493.92
2018-11-03,1254488.25,52270.34,50827.94
2018-11-04,1162404.25,48433.51,52159.6
2018-11-05,1443069.25,60127.89,115861.47
2018-11-06,1497263.25,62385.97,86363.19
2018-11-07,1513232.5,63051.35,90808.94
2018-11-08,1496030.75,62334.61,88363.9
2018-11-09,1478495.25,61603.97,85763.72
2018-11-10,1320233.0,55009.71,58269.33
2018-11-11,1192099.5,49670.81,62878.63
2018-11-12,1457506.25,60729.43,112078.59
2018-11-13,1516121.0,63171.71,101277.08
2018-11-14,1528250.5,63677.1,87590.79
2018-11-15,1521851.5,63410.48,91210.81
2018-11-16,1535067.75,63961.16,81261.06
2018-11-17,1377252.0,57385.5,59810.0
2018-11-18,1224393.75,51016.41,57301.66
2018-11-19,1546917.0,64454.88,116435.38
2018-11-20,1603760.25,66823.34,94088.69
2018-11-21,1578420.25,65767.51,91429.1
2018-11-22,1566250.75,65260.45,86230.48
2018-11-23,1537471.75,64061.32,80800.05
2018-11-24,1339012.75,55792.2,51055.48
2018-11-25,1233178.5,51382.44,61162.63
2018-11-26,1519388.5,63307.85,109353.54
2018-11-27,1562220.75,65092.53,92181.06
2018-11-28,1632784.0,68032.67,96570.67
2018-11-29,1610670.25,67111.26,86718.35
2018-11-30,1574827.5,65617.81,84989.88
2018-12-01,1360406.5,56683.6,49259.79
2018-12-02,1263123.5,52630.15,62804.46
2018-12-03,1530538.0,63772.42,118247.5
2018-12-04,1575248.5,65635.35,98460.44
2018-12-05,1599489.75,66645.41,87659.31
2018-12-06,1612108.75,67171.2,92103.23
2018-12-07,1587815.25,66158.97,96750.94
2018-12-08,1398490.75,58270.45,58606.23
2018-12-09,1275380.0,53140.83,64831.08
2018-12-10,1579131.25,65797.14,116423.72
2018-12-11,1612338.0,67180.75,87758.75
2018-12-12,1592119.25,66338.3,89283.27
2018-12-13,1606615.5,66942.31,89638.63
2018-12-14,1598379.0,66599.13,82080.38
2018-12-15,1409529.5,58730.4,56165.81
2018-12-16,1320112.25,55004.68,57262.27
2018-12-17,1539922.0,64163.42,104218.42
2018-12-18,1581972.25,65915.51,94783.34
2018-12-19,1596537.0,66522.38,89652.75
2018-12-20,1525834.0,63576.42,87035.92
2018-12-21,1458594.5,60774.77,82407.48
2018-12-22,1265424.5,52726.02,61482.46
2018-12-23,1163192.25,48466.34,63236.19
2018-12-24,1153365.75,48056.91,55840.06
2018-12-25,1123838.75,46826.61,51701.4
2018-12-26,1133374.75,47223.95,51388.73
2018-12-27,1277943.25,53247.64,74012.6
2018-12-28,1277738.5,53239.1,61068.54
2018-12-29,1248791.25,52032.97,62805.69
2018-12-30,1156035.0,48168.13,49783.13
2018-12-31,1162026.5,48417.77,60239.23
2019-01-01,1098185.75,45757.74,57408.39
2019-01-02,1371958.0,57164.92,105771.5
2019-01-03,1461697.25,60904.05,75061.77
2019-01-04,1486014.0,61917.25,81560.75
2019-01-05,1326500.5,55270.85,54267.4
2019-01-06,1207075.25,50294.8,59167.57
2019-01-07,1506329.5,62763.73,120019.56
2019-01-08,1605327.5,66888.65,94245.96
2019-01-09,1625627.75,67734.49,95867.65
2019-01-10,1581719.25,65904.97,81963.19
2019-01-11,1610047.25,67085.3,89443.57
2019-01-12,1383537.5,57647.4,61153.35
2019-01-13,1278250.5,53260.44,69537.63
2019-01-14,1555478.5,64811.6,109442.19
2019-01-15,1606255.75,66927.32,92034.23
2019-01-16,1606869.25,66952.89,94963.6
2019-01-17,1624816.5,67700.69,94509.63
2019-01-18,1564124.5,65171.85,74814.04
2019-01-19,1372640.25,57193.34,42573.09
2019-01-20,1276438.5,53184.94,48554.13
2019-01-21,1584967.25,66040.3,101660.97
2019-01-22,1651354.25,68806.43,88208.77
2019-01-23,1647090.0,68628.75,82663.75
2019-01-24,1633194.25,68049.76,83676.1
2019-01-25,1622145.75,67589.41,80235.31
2019-01-26,1430917.25,59621.55,45802.02
2019-01-27,1276378.5,53182.44,51226.88
2019-01-28,1573175.75,65548.99,113952.41
2019-01-29,1600931.75,66705.49,83438.65
2019-01-30,1620163.5,67506.81,85459.13
2019-01-31,1597512.0,66563.0,75839.25
2019-02-01,1605849.75,66910.41,74195.97
2019-02-02,1378452.75,57435.53,47982.56
2019-02-03,1283630.75,53484.61,53393.4
2019-02-04,1569974.25,65415.59,102745.84
2019-02-05,1617845.25,67410.22,81020.19
2019-02-06,1615418.0,67309.08,77884.58
2019-02-07,1623110.0,67629.58,92363.58
2019-02-08,1591746.75,66322.78,76409.56
2019-02-09,1384847.0,57701.96,48247.87
2019-02-10,1248352.5,52014.69,59623.88
2019-02-11,1555236.75,64801.53,108954.78
2019-02-12,1584966.75,66040.28,83484.81
2019-02-13,1596743.0,66530.96,77721.33
2019-02-14,1564744.75,65197.7,72652.28
2019-02-15,1533577.25,63899.05,68981.97
2019-02-16,1327708.75,55321.2,41737.13
2019-02-17,1200947.0,50039.46,46263.21
2019-02-18,1473922.25,61413.43,96220.67
2019-02-19,1559309.75,64971.24,93410.9
2019-02-20,1548461.75,64519.24,78344.66
2019-02-21,1544904.0,64371.0,83284.5
2019-02-22,1512671.5,63027.98,80903.81
2019-02-23,1314775.25,54782.3,41641.57
2019-02-24,1188143.75,49505.99,44340.64
2019-02-25,1457727.25,60738.64,97545.58
2019-02-26,1486540.5,61939.19,77213.44
2019-02-27,1498511.5,62437.98,79502.58
2019-02-28,1500922.75,62538.45,75181.23
2019-03-01,1492261.5,62177.56,88949.13
2019-03-02,1299624.75,54151.03,50482.06
2019-03-03,1195695.75,49820.66,50610.31
2019-03-04,1458602.25,60775.09,102412.09
2019-03-05,1515377.0,63140.71,83985.83
2019-03-06,1513115.5,63046.48,84679.29
2019-03-07,1520977.75,63374.07,89720.91
2019-03-08,1498260.25,62427.51,71340.85
2019-03-09,1312223.5,54675.98,48206.54
2019-03-10,1189063.75,49544.32,58280.73
2019-03-11,1490330.75,62097.11,102754.28
2019-03-12,1530202.5,63758.44,84837.44
2019-03-13,1557676.5,64903.19,86410.63
2019-03-14,1561130.25,65047.09,89755.44
2019-03-15,1530919.5,63788.31,85623.63
2019-03-16,1305286.25,54386.93,47037.09
2019-03-17,1199127.0,49963.63,52752.75
2019-03-18,1471984.75,61332.7,96630.03
2019-03-19,1505910.5,62746.27,77781.42
2019-03-20,1517887.5,63245.31,74008.06
2019-03-21,1503620.5,62650.85,79842.79
2019-03-22,1455217.5,60634.06,71410.06
2019-03-23,1250290.5,52095.44,43320.31
2019-03-24,1146425.5,47767.73,50335.54
2019-03-25,1460317.5,60846.56,104933.56
2019-03-26,1498896.25,62454.01,82680.1
2019-03-27,1491444.5,62143.52,85727.71
2019-03-28,1465177.0,61049.04,81622.38
2019-03-29,1422518.5,59271.6,72333.44
2019-03-30,1205803.75,50241.82,38306.98
2019-03-31,1082204.25,45091.84,74325.19
2019-04-01,1387943.5,57830.98,98369.08
2019-04-02,1473501.75,61395.91,78406.25
2019-04-03,1468569.0,61190.38,84718.13
2019-04-04,1476404.75,61516.86,83414.28
2019-04-05,1459834.25,60826.43,77958.02
2019-04-06,1217593.75,50733.07,37011.66
2019-04-07,1100441.5,45851.73,45536.79
2019-04-08,1383027.5,57626.15,107270.17
2019-04-09,1446807.75,60283.66,84843.66
2019-04-10,1448503.75,60354.32,78583.08
2019-04-11,1435648.5,59818.69,74940.44
2019-04-12,1440868.5,60036.19,73852.13
2019-04-13,1264903.75,52704.32,43977.58
2019-04-14,1160647.5,48360.31,44848.63
2019-04-15,1394644.0,58110.17,92266.25
2019-04-16,1449104.25,60379.34,73286.0
2019-04-17,1431121.75,59630.07,72408.66
2019-04-18,1383612.75,57650.53,64607.31
2019-04-19,1092519.5,45521.65,36075.35
2019-04-20,1067481.75,44478.41,52067.91
2019-04-21,968009.75,40333.74,37750.15
2019-04-22,1009619.75,42067.49,55248.4
2019-04-23,1323476.0,55144.83,114923.5
2019-04-24,1382208.75,57592.03,88538.03
2019-04-25,1386455.75,57768.99,84172.91
2019-04-26,1379085.75,57461.91,83919.81
2019-04-27,1191836.75,49659.86,47365.65
2019-04-28,1087780.0,45324.17,51894.42
2019-04-29,1380600.0,57525.0,101302.0
2019-04-30,1379421.0,57475.88,73901.88
2019-05-01,1096933.5,45705.56,38337.63
2019-05-02,1348242.5,56176.77,109389.94
2019-05-03,1391268.25,57969.51,76869.6
2019-05-04,1225409.0,51058.71,49352.29
2019-05-05,1114221.75,46425.91,49780.56
2019-05-06,1409420.5,58725.85,99968.44
2019-05-07,1439016.75,59959.03,74781.81
2019-05-08,1447984.0,60332.67,86428.42
2019-05-09,1428672.5,59528.02,80073.19
2019-05-10,1410310.75,58762.95,76494.23
2019-05-11,1208677.75,50361.57,47784.33
2019-05-12,1092608.75,45525.36,43921.28
2019-05-13,1362610.0,56775.42,99950.75
2019-05-14,1403292.25,58470.51,79167.34
2019-05-15,1431043.25,59626.8,84623.97
2019-05-16,1453750.75,60572.95,84915.28
2019-05-17,1409363.5,58723.48,73644.77
2019-05-18,1170592.25,48774.68,43727.84
2019-05-19,1071077.0,44628.21,53318.58
2019-05-20,1378266.5,57427.77,114665.69
2019-05-21,1450977.5,60457.4,93045.21
2019-05-22,1425159.0,59381.63,83776.0
2019-05-23,1411004.0,58791.83,79434.0
2019-05-24,1386908.25,57787.84,78233.94
2019-05-25,1164809.25,48533.72,45622.69
2019-05-26,1077841.0,44910.04,51473.17
2019-05-27,1358994.5,56624.77,105998.69
2019-05-28,1389058.5,57877.44,85136.88
2019-05-29,1360062.5,56669.27,74743.98
2019-05-30,1114521.25,46438.39,34584.22
2019-05-31,1198462.25,49935.93,74154.59
2019-06-01,1128634.0,47026.42,54438.42
2019-06-02,1053245.75,43885.24,52113.4
2019-06-03,1355435.75,56476.49,110672.41
2019-06-04,1411368.0,58807.0,90071.25
2019-06-05,1418795.0,59116.46,85445.08
2019-06-06,1402878.5,58453.27,81310.98
2019-06-07,1348099.75,56170.82,82002.98
2019-06-08,1153816.75,48075.7,45645.18
2019-06-09,992638.75,41359.95,37703.03
2019-06-10,1021508.75,42562.86,58008.51
2019-06-11,1322591.5,55107.98,112825.56
2019-06-12,1401694.5,58403.94,89756.13
2019-06-13,1380984.25,57541.01,85711.1
2019-06-14,1369589.25,57066.22,81622.94
2019-06-15,1179758.25,49156.59,49471.69
2019-06-16,1059705.75,44154.41,50095.56
2019-06-17,1339747.25,55822.8,105565.72
2019-06-18,1406713.75,58613.07,92560.48
2019-06-19,1408572.5,58690.52,89811.21
2019-06-20,1198115.75,49921.49,46057.15
2019-06-21,1251952.0,52164.67,78584.67
2019-06-22,1130405.25,47100.22,52574.44
2019-06-23,1046062.0,43585.92,51229.17
2019-06-24,1368399.0,57016.63,114788.88
2019-06-25,1440043.75,60001.82,90905.98
2019-06-26,1455621.25,60650.89,92540.85
2019-06-27,1435430.5,59809.6,82140.54
2019-06-28,1371521.75,57146.74,75998.39
2019-06-29,1176541.0,49022.54,51383.46
2019-06-30,1084964.75,45206.86,55504.15
2019-07-01,1429464.5,59561.02,114396.94
2019-07-02,1440620.25,60025.84,85353.19
2019-07-03,1419856.25,59160.68,87716.52
2019-07-04,1427637.75,59484.91,88648.81
2019-07-05,1412218.25,58842.43,80779.2
2019-07-06,1199880.25,49995.01,53361.6
2019-07-07,1103459.75,45977.49,48201.15
2019-07-08,1349709.75,56237.91,106661.16
2019-07-09,1387690.5,57820.44,84230.13
2019-07-10,1383456.0,57644.0,84653.75
2019-07-11,1381454.25,57560.59,86062.44
2019-07-12,1368533.25,57022.22,84608.41
2019-07-13,1171843.25,48826.8,48178.07
2019-07-14,1052112.75,43838.03,48997.81
2019-07-15,1325584.5,55232.69,110279.69
2019-07-16,1380523.0,57521.79,89849.42
2019-07-17,1361537.5,56730.73,81819.29
2019-07-18,1361335.5,56722.31,88461.13
2019-07-19,1354138.5,56422.44,81168.81
2019-07-20,1173846.0,48910.25,55180.25
2019-07-21,1071897.75,44662.41,53074.31
2019-07-22,1331737.5,55489.06,108878.56
2019-07-23,1387427.0,57809.46,91311.08
2019-07-24,1410506.5,58771.1,87606.04
2019-07-25,1423704.0,59321.0,83198.5
2019-07-26,1417483.0,59061.79,81159.96
2019-07-27,1215324.25,50638.51,51185.85
2019-07-28,1091605.5,45483.56,45998.38
2019-07-29,1331724.25,55488.51,102390.09
2019-07-30,1382468.75,57602.86,91037.03
2019-07-31,1381443.5,57560.15,82351.96
2019-08-01,1346371.75,56098.82,80352.48
2019-08-02,1323600.5,55150.02,79616.98
2019-08-03,1127773.75,46990.57,48012.55
2019-08-04,1026266.5,42761.1,45987.54
2019-08-05,1270224.5,52926.02,105892.19
2019-08-06,1337144.25,55714.34,89352.94
2019-08-07,1343625.0,55984.38,88307.0
2019-08-08,1359210.75,56633.78,89022.56
2019-08-09,1344881.75,56036.74,82868.15
2019-08-10,1200681.25,50028.39,55800.49
2019-08-11,1084632.25,45193.01,44821.1
2019-08-12,1307498.25,54479.09,103953.09
2019-08-13,1346294.75,56095.61,87272.4
2019-08-14,1329818.0,55409.08,79555.83
2019-08-15,1330640.5,55443.35,85139.79
2019-08-16,1300100.5,54170.85,73063.15
2019-08-17,1154645.5,48110.23,48830.77
2019-08-18,1051683.5,43820.15,55196.71
2019-08-19,1327174.0,55298.92,106484.25
2019-08-20,1339064.5,55794.35,84392.54
2019-08-21,1328091.5,55337.15,81358.06
2019-08-22,1328410.75,55350.45,85362.53
2019-08-23,1319645.0,54985.21,76415.08
2019-08-24,1139253.5,47468.9,50634.31
2019-08-25,1055314.75,43971.45,52744.48
2019-08-26,1347612.5,56150.52,114382.19
2019-08-27,1418411.5,59100.48,94292.06
2019-08-28,1429847.25,59576.97,90443.97
2019-08-29,1406319.0,58596.63,85509.25
2019-08-30,1371116.25,57129.84,84001.69
2019-08-31,1168658.5,48694.1,54504.44
2019-09-01,1079323.5,44971.81,43552.06
2019-09-02,1314850.5,54785.44,107423.19
2019-09-03,1377393.25,57391.39,90388.6
2019-09-04,1373001.5,57208.4,88241.06
2019-09-05,1407806.0,58658.58,92030.08
2019-09-06,1368574.75,57023.95,77688.73
2019-09-07,1151500.0,47979.17,45229.17
2019-09-08,1054180.5,43924.19,52981.88
2019-09-09,1333141.75,55547.57,114107.91
2019-09-10,1388934.25,57872.26,93354.1
2019-09-11,1405466.25,58561.09,95184.34
2019-09-12,1409487.5,58728.65,85085.96
2019-09-13,1405173.25,58548.89,84682.47
2019-09-14,1169404.0,48725.17,48019.92
2019-09-15,1108299.25,46179.14,54321.99
2019-09-16,1366171.5,56923.81,109538.06
2019-09-17,1442472.25,60103.01,96740.09
2019-09-18,1426773.25,59448.89,84220.97
2019-09-19,1386160.5,57756.69,82345.19
2019-09-20,1361087.0,56711.96,81756.87
2019-09-21,1163463.25,48477.64,46231.35
2019-09-22,1066512.25,44438.01,53675.35
2019-09-23,1382812.25,57617.18,108330.84
2019-09-24,1401355.75,58389.82,92279.91
2019-09-25,1406093.0,58587.21,90999.62
2019-09-26,1424898.75,59370.78,94213.78
2019-09-27,1417217.0,59050.71,86261.37
2019-09-28,1222850.5,50952.1,56691.79
2019-09-29,1142627.25,47609.47,59806.69
2019-09-30,1436397.75,59849.91,109891.41
2019-10-01,1450548.5,60439.52,96125.46
2019-10-02,1430913.0,59621.38,91638.63
2019-10-03,1162518.0,48438.25,37350.0
2019-10-04,1259060.5,52460.85,91053.19
2019-10-05,1193005.0,49708.54,48205.42
2019-10-06,1121146.5,46714.44,59159.13
2019-10-07,1381669.5,57569.56,106706.06
2019-10-08,1466146.5,61089.44,95925.88
2019-10-09,1470904.5,61287.69,87584.63
2019-10-10,1478619.0,61609.13,92477.88
2019-10-11,1497155.75,62381.49,85720.65
2019-10-12,1268191.5,52841.31,39549.63
2019-10-13,1115917.0,46496.54,59832.42
2019-10-14,1404007.5,58500.31,99374.31
2019-10-15,1451716.0,60488.17,86817.0
2019-10-16,1465132.5,61047.19,99461.19
2019-10-17,1461714.0,60904.75,89850.0
2019-10-18,1455472.25,60644.68,96549.52
2019-10-19,1259418.75,52475.78,48521.56
2019-10-20,1112526.5,46355.27,52634.46
2019-10-21,1392002.5,58000.1,118577.44
2019-10-22,1442011.0,60083.79,91712.17
2019-10-23,1439583.0,59982.63,90988.13
2019-10-24,1453256.25,60552.34,95159.59
2019-10-25,1455286.25,60636.93,87237.84
2019-10-26,1288859.75,53702.49,47370.89
2019-10-27,1226578.0,51107.42,30016.67
2019-10-28,1441541.5,60064.23,101974.06
2019-10-29,1468989.0,61207.88,92626.5
2019-10-30,1465542.25,61064.26,83266.35
2019-10-31,1383190.0,57632.92,62774.17
2019-11-01,1272603.25,53025.14,58652.35
2019-11-02,1227621.0,51150.88,61413.0
2019-11-03,1133145.25,47214.39,53427.35
2019-11-04,1413092.5,58878.85,115794.44
2019-11-05,1478931.75,61622.16,95340.31
2019-11-06,1489595.25,62066.47,93156.69
2019-11-07,1506305.25,62762.72,99723.94
2019-11-08,1477568.5,61565.35,82656.54
2019-11-09,1277563.25,53231.8,57773.77
2019-11-10,1185792.0,49408.0,52993.5
2019-11-11,1507505.75,62812.74,122327.41
2019-11-12,1568454.75,65352.28,92901.81
2019-11-13,1533083.0,63878.46,86245.83
2019-11-14,1514827.5,63117.81,90161.56
2019-11-15,1543305.25,64304.39,84008.6
2019-11-16,1323707.75,55154.49,60048.91
2019-11-17,1228419.0,51184.13,59630.25
2019-11-18,1516016.25,63167.34,115280.84
2019-11-19,1587762.0,66156.75,86666.25
2019-11-20,1523089.0,63462.04,90682.67
2019-11-21,1537693.0,64070.54,90510.42
2019-11-22,1535830.0,63992.92,83056.17
2019-11-23,1347910.5,56162.94,49901.63
2019-11-24,1216489.5,50687.06,49764.63
2019-11-25,1481022.5,61709.27,116313.69
2019-11-26,1543379.5,64307.48,96423.29
2019-11-27,1583915.5,65996.48,108343.29
2019-11-28,1598166.75,66590.28,96556.06
2019-11-29,1551125.0,64630.21,83356.62
2019-11-30,1301527.75,54230.32,43782.98
2019-12-01,1227258.75,51135.78,52876.31
2019-12-02,1484120.25,61838.34,113797.34
2019-12-03,1563861.75,65160.91,96627.41
2019-12-04,1578420.0,65767.5,83356.25
2019-12-05,1605567.5,66898.65,89563.71
2019-12-06,1625819.25,67742.47,82095.44
2019-12-07,1395953.25,58164.72,45864.91
2019-12-08,1292406.75,53850.28,66352.81
2019-12-09,1545698.0,64404.08,106680.83
2019-12-10,1582053.5,65918.9,87684.81
2019-12-11,1616213.0,67342.21,83202.58
2019-12-12,1576958.25,65706.59,93248.19
2019-12-13,1568792.25,65366.34,78126.28
2019-12-14,1365777.75,56907.41,64862.66
2019-12-15,1286276.25,53594.84,58254.94
2019-12-16,1487259.5,61969.15,104860.71
2019-12-17,1491683.5,62153.48,95055.54
2019-12-18,1486347.75,61931.16,83065.31
2019-12-19,1464141.5,61005.9,83508.46
