Date,Total Consumption [MWh],Average Consumption [MW],Storage Cycle [MWh]
2016-08-23,1387336.0,57805.67,90298.5
2016-08-24,1391702.0,57987.58,93932.75
2016-08-25,1405751.75,58572.99,89493.16
2016-08-26,1395126.5,58130.27,85395.46
2016-08-27,1205348.25,50222.84,48525.09
2016-08-28,1090827.0,45451.13,50345.0
2016-08-29,1382819.25,57617.47,112389.72
2016-08-30,1384257.75,57677.41,87471.56
2016-08-31,1380914.25,57538.09,93708.59
2016-09-01,1393034.75,58043.11,89456.9
2016-09-02,1369061.25,57044.22,85666.69
2016-09-03,1164054.5,48502.27,46188.21
2016-09-04,1077546.0,44897.75,59345.25
2016-09-05,1354559.5,56439.98,110820.06
2016-09-06,1375570.75,57315.45,91155.78
2016-09-07,1383945.5,57664.4,89469.56
2016-09-08,1405662.25,58569.26,92703.59
2016-09-09,1380969.0,57540.38,85491.75
2016-09-10,1164450.75,48518.78,47235.31
2016-09-11,1057019.5,44042.48,50966.04
2016-09-12,1359663.75,56652.66,116058.91
2016-09-13,1414351.25,58931.3,92979.02
2016-09-14,1405798.5,58574.94,93785.94
2016-09-15,1412297.75,58845.74,89026.15
2016-09-16,1372393.75,57183.07,84346.66
2016-09-17,1170725.5,48780.23,51217.54
2016-09-18,1067925.5,44496.9,54462.46
2016-09-19,1340317.25,55846.55,114011.97
2016-09-20,1378135.25,57422.3,95852.27
2016-09-21,1371943.75,57164.32,92159.91
2016-09-22,1371220.0,57134.17,90199.75
2016-09-23,1363536.0,56814.0,89490.25
2016-09-24,1159347.0,48306.13,47696.0
2016-09-25,1054607.5,43941.98,53543.54
2016-09-26,1355149.75,56464.57,116081.91
2016-09-27,1404984.25,58541.01,95351.59
2016-09-28,1430511.0,59604.63,98315.25
2016-09-29,1437926.0,59913.58,98083.83
2016-09-30,1409435.5,58726.48,88841.81
2016-10-01,1185920.0,49413.33,51976.08
2016-10-02,1074541.5,44772.56,53386.13
2016-10-03,1085542.25,45230.93,57880.45
2016-10-04,1399342.75,58305.95,121853.53
2016-10-05,1454255.0,60593.96,94566.62
2016-10-06,1494503.75,62270.99,98921.4
2016-10-07,1465271.5,61052.98,90301.29
2016-10-08,1249211.75,52050.49,50081.65
2016-10-09,1139205.0,47466.88,52390.25
2016-10-10,1432899.0,59704.13,113648.38
2016-10-11,1485597.5,61899.9,95480.06
2016-10-12,1494684.75,62278.53,94140.81
2016-10-13,1503663.25,62652.64,95332.35
2016-10-14,1479414.25,61642.26,84505.35
2016-10-15,1257918.5,52413.27,46650.44
2016-10-16,1118523.5,46605.15,49385.5
2016-10-17,1430660.5,59610.85,115116.94
2016-10-18,1485677.25,61903.22,100566.44
2016-10-19,1496168.25,62340.34,99767.34
2016-10-20,1505045.25,62710.22,97565.94
2016-10-21,1485003.25,61875.14,93043.85
2016-10-22,1259903.0,52495.96,48770.83
2016-10-23,1138981.0,47457.54,57041.42
2016-10-24,1458786.75,60782.78,118882.78
2016-10-25,1491815.25,62158.97,100053.94
2016-10-26,1480132.25,61672.18,96137.84
2016-10-27,1492504.5,62187.69,96357.13
2016-10-28,1483772.0,61823.83,90781.58
2016-10-29,1252908.25,52204.51,49900.85
2016-10-30,1172243.5,48843.48,31615.75
2016-10-31,1308498.75,54520.78,91798.28
2016-11-01,1285670.5,53569.6,64071.54
2016-11-02,1498573.5,62440.56,116717.31
2016-11-03,1520942.25,63372.59,91418.69
2016-11-04,1514791.0,63116.29,89654.17
2016-11-05,1318394.25,54933.09,58912.69
2016-11-06,1204123.0,50171.79,65862.92
2016-11-07,1505804.25,62741.84,121505.84
2016-11-08,1564497.5,65187.4,100157.21
2016-11-09,1575279.25,65636.64,93799.35
2016-11-10,1573083.25,65545.14,98474.1
2016-11-11,1563583.0,65149.29,92947.42
2016-11-12,1363557.5,56814.9,51535.71
2016-11-13,1252895.5,52203.98,58570.79
2016-11-14,1563972.5,65165.52,113678.94
2016-11-15,1617918.0,67413.25,100014.0
2016-11-16,1582643.75,65943.49,103502.4
2016-11-17,1575228.5,65634.52,106773.96
2016-11-18,1553527.75,64730.32,95671.73
2016-11-19,1350708.5,56279.52,53736.96
2016-11-20,1236068.0,51502.83,67418.33
2016-11-21,1526858.75,63619.11,126119.78
2016-11-22,1550286.75,64595.28,100813.81
2016-11-23,1543727.75,64321.99,98042.4
2016-11-24,1563702.0,65154.25,101507.25
2016-11-25,1548391.0,64516.29,92952.17
2016-11-26,1350545.75,56272.74,57006.4
2016-11-27,1230887.0,51286.96,60011.83
2016-11-28,1549279.0,64553.29,117599.38
2016-11-29,1625786.0,67741.08,88903.0
2016-11-30,1645343.75,68555.99,89563.65
2016-12-01,1628501.5,67854.23,97083.79
2016-12-02,1582771.5,65948.81,88919.38
2016-12-03,1364616.75,56859.03,48707.28
2016-12-04,1278847.5,53285.31,56998.63
2016-12-05,1586530.5,66105.44,112872.94
2016-12-06,1647410.5,68642.1,90436.54
2016-12-07,1671591.5,69649.65,97152.96
2016-12-08,1631423.25,67975.97,86184.94
2016-12-09,1579343.75,65805.99,88266.65
2016-12-10,1346631.75,56109.66,48608.41
2016-12-11,1250296.25,52095.68,70171.52
2016-12-12,1550909.0,64621.21,122090.37
2016-12-13,1596282.0,66511.75,99490.75
2016-12-14,1584286.5,66011.94,99236.13
2016-12-15,1593425.5,66392.73,100895.29
2016-12-16,1566332.25,65263.84,86089.19
2016-12-17,1372671.5,57194.65,52586.6
2016-12-18,1263275.75,52636.49,58964.15
2016-12-19,1522747.25,63447.8,113109.97
2016-12-20,1560701.25,65029.22,92700.19
2016-12-21,1567269.5,65302.9,91971.96
2016-12-22,1522898.25,63454.09,83723.94
2016-12-23,1416683.0,59028.46,75260.37
2016-12-24,1215861.75,50660.91,55086.56
2016-12-25,1115821.0,46492.54,58028.63
2016-12-26,1119553.5,46648.06,60017.88
2016-12-27,1283402.5,53475.1,82336.04
2016-12-28,1283489.25,53478.72,72754.19
2016-12-29,1274063.5,53085.98,68579.29
2016-12-30,1277820.75,53242.53,61152.78
2016-12-31,1205874.5,50244.77,52381.48
2017-01-01,1134723.25,47280.14,45536.49
2017-01-02,1418079.75,59086.66,112819.66
2017-01-03,1532825.25,63867.72,94573.72
2017-01-04,1569445.25,65393.55,84434.02
2017-01-05,1541411.75,64225.49,82965.91
2017-01-06,1495450.25,62310.43,56401.67
2017-01-07,1416970.5,59040.44,51902.13
2017-01-08,1287286.0,53636.92,56138.42
2017-01-09,1576973.25,65707.22,116318.22
2017-01-10,1637821.5,68242.56,92928.88
2017-01-11,1648229.75,68676.24,100525.4
2017-01-12,1626360.75,67765.03,87070.06
2017-01-13,1611346.5,67139.44,92055.38
2017-01-14,1408390.25,58682.93,49226.27
2017-01-15,1288697.0,53695.71,55715.83
2017-01-16,1586241.25,66093.39,107541.47
2017-01-17,1647467.5,68644.48,87032.54
2017-01-18,1655689.0,68987.04,86905.17
2017-01-19,1662590.0,69274.58,80549.58
2017-01-20,1630925.75,67955.24,73639.9
2017-01-21,1412146.25,58839.43,42801.77
2017-01-22,1300542.5,54189.27,47289.0
2017-01-23,1626078.25,67753.26,107241.84
2017-01-24,1669005.0,69541.88,92650.0
2017-01-25,1666450.25,69435.43,88863.77
2017-01-26,1654214.0,68925.58,83734.83
2017-01-27,1639647.75,68318.66,73118.56
2017-01-28,1417663.0,59069.29,41531.21
2017-01-29,1302022.5,54250.94,52125.19
2017-01-30,1596155.0,66506.46,114191.83
2017-01-31,1617544.5,67397.69,95109.38
2017-02-01,1619544.0,67481.0,90415.5
2017-02-02,1616915.75,67371.49,84973.4
2017-02-03,1580614.25,65858.93,82114.52
2017-02-04,1366454.5,56935.6,49759.15
2017-02-05,1239398.0,51641.58,56189.58
2017-02-06,1553900.5,64745.85,116053.69
2017-02-07,1623697.0,67654.04,96239.67
2017-02-08,1629042.75,67876.78,89444.81
2017-02-09,1634903.0,68120.96,90429.88
2017-02-10,1635461.25,68144.22,83191.19
2017-02-11,1402098.5,58420.77,48647.46
2017-02-12,1278719.25,53279.97,54637.94
2017-02-13,1594086.5,66420.27,107708.69
2017-02-14,1613109.5,67212.9,75820.71
2017-02-15,1588555.0,66189.79,77899.17
2017-02-16,1584460.75,66019.2,82828.48
2017-02-17,1569211.25,65383.8,86580.77
2017-02-18,1342019.5,55917.48,51895.54
2017-02-19,1244980.25,51874.18,52937.02
2017-02-20,1555244.25,64801.84,121272.59
2017-02-21,1575669.75,65652.91,94102.56
2017-02-22,1591716.5,66321.52,98287.46
2017-02-23,1574701.25,65612.55,92985.27
2017-02-24,1539643.0,64151.79,76614.67
2017-02-25,1340050.25,55835.43,45501.59
2017-02-26,1206190.0,50257.92,49696.67
2017-02-27,1461396.0,60891.5,98154.5
2017-02-28,1541562.5,64231.77,90673.46
2017-03-01,1560317.25,65013.22,87235.44
2017-03-02,1556934.25,64872.26,91800.1
2017-03-03,1520842.25,63368.43,73252.77
2017-03-04,1286329.75,53597.07,45341.05
2017-03-05,1197666.0,49902.75,57365.25
2017-03-06,1505751.0,62739.63,116155.13
2017-03-07,1555891.75,64828.82,92303.23
2017-03-08,1576260.5,65677.52,97302.46
2017-03-09,1557762.5,64906.77,89544.44
2017-03-10,1510624.0,62942.67,74540.25
2017-03-11,1295451.25,53977.14,43877.49
2017-03-12,1173240.75,48885.03,52224.41
2017-03-13,1465677.25,61069.89,100727.83
2017-03-14,1506841.0,62785.04,90662.38
2017-03-15,1494937.0,62289.04,86349.92
2017-03-16,1482647.5,61776.98,79990.06
2017-03-17,1479684.75,61653.53,85990.81
2017-03-18,1315566.75,54815.28,56419.56
2017-03-19,1210206.5,50425.27,77353.23
2017-03-20,1478865.5,61619.4,114297.56
2017-03-21,1515238.25,63134.93,91480.02
2017-03-22,1527735.0,63655.63,88798.75
2017-03-23,1509360.25,62890.01,85391.35
2017-03-24,1488572.25,62023.84,83645.94
2017-03-25,1254594.75,52274.78,43612.59
2017-03-26,1073857.25,44744.05,74330.72
2017-03-27,1423141.0,59297.54,101776.83
2017-03-28,1460532.0,60855.5,80769.75
2017-03-29,1470067.0,61252.79,88412.88
2017-03-30,1451170.25,60465.43,84885.42
2017-03-31,1425024.0,59376.0,81303.0
2017-04-01,1208903.5,50370.98,49551.04
2017-04-02,1084889.5,45203.73,53192.79
2017-04-03,1382255.25,57593.97,108116.22
2017-04-04,1413574.75,58898.95,87979.53
2017-04-05,1447457.5,60310.73,94817.56
2017-04-06,1464830.0,61034.58,85148.0
2017-04-07,1453070.5,60544.6,78902.44
2017-04-08,1220661.75,50860.91,42374.91
2017-04-09,1098846.0,45785.25,45967.5
2017-04-10,1412250.25,58843.76,107623.09
2017-04-11,1447137.25,60297.39,87455.97
2017-04-12,1462013.5,60917.23,87788.81
2017-04-13,1434957.0,59789.88,82494.75
2017-04-14,1152280.25,48011.68,39128.45
2017-04-15,1165675.75,48569.82,61154.48
2017-04-16,1063282.75,44303.45,41704.48
2017-04-17,1071941.5,44664.23,55932.79
2017-04-18,1408981.75,58707.57,112539.91
2017-04-19,1477668.5,61569.52,78692.94
2017-04-20,1478372.25,61598.84,71954.84
2017-04-21,1476950.5,61539.6,76549.54
2017-04-22,1280970.5,53373.77,48434.94
2017-04-23,1158671.75,48277.99,50040.65
2017-04-24,1447364.5,60306.85,97229.44
2017-04-25,1478818.25,61617.43,89322.09
2017-04-26,1488882.25,62036.76,81509.59
2017-04-27,1486896.0,61954.0,81274.5
2017-04-28,1461857.0,60910.71,74476.54
2017-04-29,1213859.75,50577.49,32084.62
2017-04-30,1103389.75,45974.57,39265.91
2017-05-01,1108969.5,46207.06,56247.13
2017-05-02,1433479.25,59728.3,122742.97
2017-05-03,1481063.25,61710.97,85272.72
2017-05-04,1498272.75,62428.03,88203.78
2017-05-05,1454226.5,60592.77,75857.48
2017-05-06,1230001.25,51250.05,44908.52
2017-05-07,1119291.0,46637.13,56174.25
2017-05-08,1418028.5,59084.52,115942.94
2017-05-09,1426869.0,59452.88,78708.88
2017-05-10,1419169.0,59132.04,78933.38
2017-05-11,1411528.75,58813.7,84650.78
2017-05-12,1407161.5,58631.73,83974.54
2017-05-13,1199799.75,49991.66,47246.66
2017-05-14,1068338.25,44514.09,52721.94
2017-05-15,1366524.25,56938.51,109555.59
2017-05-16,1429482.75,59561.78,91070.81
2017-05-17,1430134.25,59588.93,91723.84
2017-05-18,1440427.5,60017.81,86810.38
2017-05-19,1411634.5,58818.1,90054.79
2017-05-20,1198172.0,49923.83,47668.83
2017-05-21,1066871.25,44452.97,52591.94
2017-05-22,1356060.0,56502.5,105665.25
2017-05-23,1414320.0,58930.0,93787.25
2017-05-24,1410035.75,58751.49,85679.64
2017-05-25,1113777.25,46407.39,35259.47
2017-05-26,1223616.5,50984.02,85796.44
2017-05-27,1159399.25,48308.3,56882.97
2017-05-28,1078201.0,44925.04,55357.13
2017-05-29,1380758.5,57531.6,116047.94
2017-05-30,1435126.75,59796.95,94425.23
2017-05-31,1430407.75,59600.32,90789.73
2017-06-01,1399594.0,58316.42,87957.42
2017-06-02,1386248.75,57760.36,86886.76
2017-06-03,1187007.0,49458.63,46340.25
2017-06-04,1033123.25,43046.8,43479.52
2017-06-05,1029311.75,42887.99,55068.4
2017-06-06,1355888.0,56495.33,122563.0
2017-06-07,1428918.75,59538.28,95626.81
2017-06-08,1402714.25,58446.43,84968.02
2017-06-09,1400630.25,58359.59,88434.19
2017-06-10,1190743.0,49614.29,46111.42
2017-06-11,1075117.0,44796.54,53373.42
2017-06-12,1399057.25,58294.05,114863.97
2017-06-13,1425385.0,59391.04,89229.67
2017-06-14,1378318.5,57429.94,83184.88
2017-06-15,1224916.5,51038.19,51816.69
2017-06-16,1317416.75,54892.36,88224.15
2017-06-17,1176755.5,49031.48,50544.52
2017-06-18,1063887.25,44328.64,50709.85
2017-06-19,1373890.0,57245.42,113038.75
2017-06-20,1434994.0,59791.42,96647.67
2017-06-21,1425687.5,59403.65,89795.21
2017-06-22,1449788.0,60407.83,96252.08
2017-06-23,1440538.25,60022.43,84471.95
2017-06-24,1228675.25,51194.8,48905.07
2017-06-25,1100238.0,45843.25,51549.75
2017-06-26,1380395.0,57516.46,109607.33
2017-06-27,1408226.5,58676.1,90309.04
2017-06-28,1421484.75,59228.53,91122.81
2017-06-29,1412297.5,58845.73,91851.79
2017-06-30,1413693.5,58903.9,91730.85
2017-07-01,1203851.75,50160.49,52634.14
2017-07-02,1081488.75,45062.03,55166.56
2017-07-03,1354227.0,56426.13,107277.25
2017-07-04,1401319.75,58388.32,92702.48
2017-07-05,1411546.25,58814.43,92872.27
2017-07-06,1419463.5,59144.31,93145.63
2017-07-07,1415798.25,58991.59,88930.53
2017-07-08,1217248.0,50718.67,50926.83
2017-07-09,1083649.25,45152.05,50883.27
2017-07-10,1387157.75,57798.24,110636.66
2017-07-11,1418504.75,59104.36,93067.9
2017-07-12,1429109.0,59546.21,96150.33
2017-07-13,1401423.5,58392.65,83110.46
2017-07-14,1380727.5,57530.31,87080.69
2017-07-15,1172773.0,48865.54,46522.17
2017-07-16,1062034.5,44251.44,53570.88
2017-07-17,1351613.0,56317.21,109480.87
2017-07-18,1398670.0,58277.92,94310.17
2017-07-19,1422668.0,59277.83,93117.33
2017-07-20,1408541.75,58689.24,88896.14
2017-07-21,1375310.0,57304.58,83910.17
2017-07-22,1192889.75,49703.74,48638.39
2017-07-23,1054323.0,43930.13,48840.0
2017-07-24,1336603.0,55691.79,106933.13
2017-07-25,1396751.5,58197.98,98691.04
2017-07-26,1393269.5,58052.9,91572.71
2017-07-27,1388835.0,57868.13,93526.75
2017-07-28,1350844.5,56285.19,86818.56
2017-07-29,1169091.25,48712.14,51177.49
2017-07-30,1068008.0,44500.33,56574.33
2017-07-31,1330216.75,55425.7,107440.78
2017-08-01,1378062.5,57419.27,93822.44
2017-08-02,1380638.0,57526.58,89391.58
2017-08-03,1401507.25,58396.14,97149.85
2017-08-04,1380894.75,57537.28,87675.09
2017-08-05,1159101.25,48295.89,47829.74
2017-08-06,1026064.5,42752.69,47641.94
2017-08-07,1295071.75,53961.32,109111.16
2017-08-08,1365287.75,56886.99,93271.91
2017-08-09,1374277.5,57261.56,90712.88
2017-08-10,1366896.5,56954.02,88158.46
2017-08-11,1348685.25,56195.22,83819.94
2017-08-12,1152388.75,48016.2,50391.48
2017-08-13,1026336.5,42764.02,50403.21
2017-08-14,1282890.0,53453.75,106480.25
2017-08-15,1330249.25,55427.05,83215.72
2017-08-16,1363735.75,56822.32,91932.91
2017-08-17,1382743.0,57614.29,92806.88
2017-08-18,1379129.5,57463.73,87676.29
2017-08-19,1162114.75,48421.45,48749.93
2017-08-20,1042816.5,43450.69,54680.13
2017-08-21,1330946.25,55456.09,109666.34
2017-08-22,1353607.25,56400.3,87702.72
2017-08-23,1350041.0,56251.71,88836.62
2017-08-24,1379719.0,57488.29,88781.42
2017-08-25,1363427.5,56809.48,85687.29
2017-08-26,1165998.25,48583.26,47467.35
2017-08-27,1056137.25,44005.72,49061.19
2017-08-28,1336532.75,55688.86,108245.53
2017-08-29,1390039.75,57918.32,93185.66
2017-08-30,1409074.75,58711.45,93955.98
2017-08-31,1399093.25,58295.55,89576.02
2017-09-01,1346639.0,56109.96,82793.83
2017-09-02,1142860.75,47619.2,46189.73
2017-09-03,1035518.75,43146.61,50571.65
2017-09-04,1329113.5,55379.73,111869.81
2017-09-05,1385301.75,57720.91,95717.91
2017-09-06,1421254.75,59218.95,98750.48
2017-09-07,1391933.25,57997.22,88300.19
2017-09-08,1412853.5,58868.9,95668.46
2017-09-09,1207069.0,50294.54,50406.67
2017-09-10,1072370.25,44682.09,55858.94
2017-09-11,1387954.5,57831.44,113830.19
2017-09-12,1438600.5,59941.69,92615.13
2017-09-13,1464987.5,61041.15,103584.31
2017-09-14,1458163.0,60756.79,94037.17
2017-09-15,1417403.5,59058.48,81942.31
2017-09-16,1201981.25,50082.55,45002.77
2017-09-17,1079607.25,44983.64,55635.1
2017-09-18,1378290.5,57428.77,112486.94
2017-09-19,1420197.75,59174.91,91408.41
2017-09-20,1427601.5,59483.4,91089.56
2017-09-21,1413955.75,58914.82,87267.83
2017-09-22,1398448.0,58268.67,83007.25
2017-09-23,1204293.75,50178.91,46396.31
2017-09-24,1093985.25,45582.72,56426.19
2017-09-25,1401644.5,58401.85,113158.44
2017-09-26,1436173.5,59840.56,93951.06
2017-09-27,1445130.0,60213.75,89179.25
2017-09-28,1444266.75,60177.78,90794.78
2017-09-29,1428856.75,59535.7,88208.78
2017-09-30,1229196.5,51216.52,53734.19
2017-10-01,1095691.5,45653.81,52284.38
2017-10-02,1323728.75,55155.36,94999.78
2017-10-03,1182877.0,49286.54,47995.17
2017-10-04,1431708.75,59654.53,111815.78
2017-10-05,1481682.25,61736.76,99546.35
2017-10-06,1479326.25,61638.59,91181.69
2017-10-07,1273289.75,53053.74,55904.4
2017-10-08,1145976.25,47749.01,58336.6
2017-10-09,1431377.25,59640.72,110296.72
2017-10-10,1492109.75,62171.24,101643.16
2017-10-11,1501975.25,62582.3,99196.02
2017-10-12,1491302.25,62137.59,93877.94
2017-10-13,1461170.75,60882.11,87599.78
2017-10-14,1251890.75,52162.11,47251.9
2017-10-15,1107988.5,46166.19,53777.56
2017-10-16,1411106.0,58796.08,113705.17
2017-10-17,1471746.5,61322.77,93930.46
2017-10-18,1465848.75,61077.03,94019.28
2017-10-19,1464849.25,61035.39,91845.97
2017-10-20,1471566.25,61315.26,92449.35
2017-10-21,1262160.5,52590.02,54882.21
2017-10-22,1158141.5,48255.9,62296.71
2017-10-23,1457184.25,60716.01,116745.6
2017-10-24,1496692.0,62362.17,100312.5
2017-10-25,1502358.0,62598.25,98160.0
2017-10-26,1477926.75,61580.28,90916.78
2017-10-27,1476643.0,61526.79,91965.67
2017-10-28,1297112.75,54046.36,56818.15
2017-10-29,1242687.75,51778.66,28903.84
2017-10-30,1339766.75,55823.61,85076.78
2017-10-31,1220739.0,50864.13,48616.25
2017-11-01,1343474.5,55978.1,83716.54
2017-11-02,1459979.5,60832.48,100061.54
2017-11-03,1456475.75,60686.49,89682.9
2017-11-04,1296463.75,54019.32,53033.73
2017-11-05,1178862.5,49119.27,70019.21
2017-11-06,1469703.75,61237.66,113728.91
2017-11-07,1526201.5,63591.73,100467.54
2017-11-08,1526229.75,63592.91,95001.06
2017-11-09,1524690.25,63528.76,100432.6
2017-11-10,1549560.75,64565.03,100731.31
2017-11-11,1363363.5,56806.81,58215.94
2017-11-12,1229207.5,51216.98,64834.79
2017-11-13,1506682.5,62778.44,110141.63
2017-11-14,1551969.25,64665.39,98183.6
2017-11-15,1522979.75,63457.49,88780.65
2017-11-16,1552463.25,64685.97,105912.69
2017-11-17,1540259.5,64177.48,88109.54
2017-11-18,1382665.5,57611.06,58128.44
2017-11-19,1252972.5,52207.19,63609.63
2017-11-20,1549315.75,64554.82,117051.48
2017-11-21,1570874.0,65453.08,97806.08
2017-11-22,1551208.75,64633.7,90080.28
2017-11-23,1591855.75,66327.32,95008.73
2017-11-24,1538080.0,64086.67,93214.92
2017-11-25,1344514.5,56021.44,61200.38
2017-11-26,1278991.0,53291.29,67496.92
2017-11-27,1606978.5,66957.44,125721.38
2017-11-28,1624183.5,67674.31,95282.38
2017-11-29,1590352.25,66264.68,88443.52
2017-11-30,1595730.25,66488.76,96062.1
2017-12-01,1571402.5,65475.1,86574.29
2017-12-02,1394623.5,58109.31,53366.88
2017-12-03,1319564.5,54981.85,65145.04
2017-12-04,1622391.0,67599.63,116554.88
2017-12-05,1657313.75,69054.74,100668.15
2017-12-06,1635294.0,68137.25,100575.25
2017-12-07,1640451.0,68352.13,99092.0
2017-12-08,1626322.75,67763.45,98333.73
2017-12-09,1431766.75,59656.95,56801.48
2017-12-10,1326530.0,55272.08,67134.17
2017-12-11,1608781.75,67032.57,116357.66
2017-12-12,1658804.25,69116.84,102160.69
2017-12-13,1659093.5,69128.9,101200.46
2017-12-14,1652167.75,68840.32,96750.23
2017-12-15,1580506.75,65854.45,82968.18
2017-12-16,1391908.25,57996.18,60654.02
2017-12-17,1296904.5,54037.69,64603.38
2017-12-18,1571300.5,65470.85,107372.54
2017-12-19,1587298.0,66137.42,94694.67
2017-12-20,1550197.5,64591.56,95179.63
2017-12-21,1524863.25,63535.97,90997.19
2017-12-22,1435562.75,59815.11,78066.03
2017-12-23,1277417.0,53225.71,72130.08
2017-12-24,1149005.25,47875.22,57630.19
2017-12-25,1113886.5,46411.94,55543.63
2017-12-26,1141752.5,47573.02,53281.46
2017-12-27,1261399.5,52558.31,87765.13
2017-12-28,1312552.25,54689.68,82290.27
2017-12-29,1308172.0,54507.17,72030.67
2017-12-30,1230531.25,51272.14,64764.6
2017-12-31,1126225.75,46926.07,64078.48
2018-01-01,1144491.25,47687.14,48822.88
2018-01-02,1398587.75,58274.49,117341.91
2018-01-03,1560962.25,65040.09,98223.34
2018-01-04,1540278.25,64178.26,77110.85
2018-01-05,1512780.0,63032.5,78686.25
2018-01-06,1295113.5,53963.06,52349.13
2018-01-07,1242117.25,51754.89,68016.74
2018-01-08,1567405.0,65308.54,118321.38
2018-01-09,1627184.0,67799.33,86616.33
2018-01-10,1562906.5,65121.1,84500.79
2018-01-11,1557850.0,64910.42,92397.67
2018-01-12,1554022.5,64750.94,88862.88
2018-01-13,1386029.75,57751.24,59875.4
2018-01-14,1286372.75,53598.86,59131.15
2018-01-15,1630635.75,67943.16,119489.16
2018-01-16,1658197.0,69091.54,91652.67
2018-01-17,1657679.25,69069.97,97717.44
2018-01-18,1670946.5,69622.77,94462.46
2018-01-19,1570813.0,65450.54,83584.67
2018-01-20,1377200.75,57383.36,46721.28
2018-01-21,1257292.5,52387.19,56252.13
2018-01-22,1567319.25,65304.97,107285.44
2018-01-23,1591599.5,66316.65,98902.06
2018-01-24,1640311.5,68346.31,94078.63
2018-01-25,1584890.5,66037.1,81662.04
2018-01-26,1522548.5,63439.52,85223.71
2018-01-27,1341660.75,55902.53,59118.56
2018-01-28,1293765.5,53906.9,58186.46
2018-01-29,1600359.25,66681.64,123051.22
2018-01-30,1598369.75,66598.74,83231.4
2018-01-31,1634408.5,68100.35,103935.79
2018-02-01,1617672.5,67403.02,92447.21
2018-02-02,1587237.25,66134.89,76701.49
2018-02-03,1353922.25,56413.43,48830.52
2018-02-04,1276750.75,53197.95,57607.98
2018-02-05,1560120.25,65005.01,100420.34
2018-02-06,1601613.25,66733.89,80610.35
2018-02-07,1608742.5,67030.94,79909.13
2018-02-08,1604900.5,66870.85,77508.29
2018-02-09,1609642.25,67068.43,75290.77
2018-02-10,1398146.5,58256.1,47911.54
2018-02-11,1321725.5,55071.9,55687.46
2018-02-12,1557369.75,64890.41,93379.91
2018-02-13,1569509.5,65396.23,63381.79
2018-02-14,1591184.75,66299.36,79498.28
2018-02-15,1646690.5,68612.1,85436.29
2018-02-16,1585171.75,66048.82,72912.48
2018-02-17,1382460.75,57602.53,45642.06
2018-02-18,1261278.5,52553.27,48691.71
2018-02-19,1541349.25,64222.89,96721.72
2018-02-20,1585509.5,66062.9,84382.06
2018-02-21,1595621.5,66484.23,74522.54
2018-02-22,1607816.25,66992.34,78598.69
2018-02-23,1610574.75,67107.28,73758.06
2018-02-24,1446090.5,60253.77,44917.73
2018-02-25,1330553.5,55439.73,46822.31
2018-02-26,1642274.25,68428.09,97665.84
2018-02-27,1691551.75,70481.32,69465.41
2018-02-28,1722814.25,71783.93,73936.09
2018-03-01,1725362.25,71890.09,61203.69
2018-03-02,1700386.5,70849.44,66653.63
2018-03-03,1479439.5,61643.31,37167.94
2018-03-04,1331943.75,55497.66,45001.47
2018-03-05,1546020.25,64417.51,82794.34
2018-03-06,1558262.5,64927.6,75413.29
2018-03-07,1561817.75,65075.74,84158.15
2018-03-08,1580506.75,65854.45,87059.78
2018-03-09,1576930.5,65705.44,72981.63
2018-03-10,1336551.5,55689.65,48640.21
2018-03-11,1198407.75,49933.66,54900.06
2018-03-12,1474705.25,61446.05,107770.47
2018-03-13,1563020.5,65125.85,91967.29
2018-03-14,1524385.75,63516.07,77186.16
2018-03-15,1592876.75,66369.86,88398.28
2018-03-16,1581095.0,65878.96,80339.83
2018-03-17,1455973.25,60665.55,51896.27
2018-03-18,1369496.25,57062.34,45273.69
2018-03-19,1561736.75,65072.36,87372.28
2018-03-20,1607124.75,66963.53,77291.31
2018-03-21,1578528.75,65772.03,74289.03
2018-03-22,1614330.5,67263.77,78001.96
2018-03-23,1541745.25,64239.39,76364.1
2018-03-24,1315535.75,54813.99,37654.12
2018-03-25,1137825.75,47409.41,68941.66
2018-03-26,1468815.75,61200.66,99996.91
2018-03-27,1502280.25,62595.01,78456.09
2018-03-28,1565206.5,65216.94,91670.94
2018-03-29,1536668.0,64027.83,65594.33
2018-03-30,1224942.0,51039.25,34906.5
2018-03-31,1225965.0,51081.88,49543.63
2018-04-01,1142338.25,47597.43,41307.59
2018-04-02,1131534.0,47147.25,38196.0
2018-04-03,1422606.75,59275.28,105883.53
2018-04-04,1468847.0,61201.96,83141.12
2018-04-05,1515918.25,63163.26,95115.34
2018-04-06,1465793.25,61074.72,64550.94
2018-04-07,1277023.25,53209.3,36466.48
2018-04-08,1126656.25,46944.01,43620.61
2018-04-09,1378230.75,57426.28,101879.53
2018-04-10,1466490.75,61103.78,91457.28
2018-04-11,1490300.75,62095.86,84138.53
2018-04-12,1480025.0,61667.71,85636.87
2018-04-13,1459918.25,60829.93,81326.77
2018-04-14,1244291.75,51845.49,44757.4
2018-04-15,1091751.25,45489.64,48837.35
2018-04-16,1367270.25,56969.59,107270.34
2018-04-17,1405085.0,58545.21,83780.37
2018-04-18,1401508.0,58396.17,85850.5
2018-04-19,1406942.5,58622.6,86121.19
2018-04-20,1403356.5,58473.19,80681.13
2018-04-21,1215545.5,50647.73,46732.52
