100,95,90,85,80,75,70,65,60,55,50,45,40,35,30,25,20,15,10,5
6000.0,6700.0,7000.0,8000.0,8900.0,10000.0,13000.0,16000.0,19000.0,24000.0,31000.0,40000.0,52000.0,73000.0,100000.0,160000.0,240000.0,370000.0,650000.0,1000000.0
